experiment_id,experiment_name,run_id,run_number,query_name,execution_time_ms,status,query_id,input_rows,input_bytes,cpu_time_ms,peak_memory_bytes,planning_time_ms,analysis_time_ms,spilled_bytes,total_splits,completed_splits,total_tasks,query_plan_hash
1,tpch-gcp,149,5,q02,3.5789880752563477,completed,20260210_183746_00078_3b489,18337,971442,564,1316038,,,0,127,127,15,af00f6f1a01e7f30d4dfad304ec924ae865ca7fba9c18a68bcf9def6052b4d1e
1,tpch-gcp,149,5,q03,2.647642135620117,completed,20260210_183750_00079_3b489,80943,2608625,273,3096461,,,0,50,50,8,8743ed6b48bab7b5b907cac978e1f38379379cd671d0c4c1443e3b38f68a9e57
1,tpch-gcp,149,5,q04,2.116389036178589,completed,20260210_183753_00080_3b489,75175,2406411,137,2809635,,,0,55,55,9,b8e21d37af6098566e73831700bc3c7e8bdddbb2c1e84ac41f67229ac93b6278
1,tpch-gcp,149,5,q05,2.879159927368164,completed,20260210_183755_00081_3b489,77983,2580148,198,517097,,,0,75,75,12,625e3e2be104479a3c3cf8b19af0f92ca7013a1360ca6cb1b5ca6cef4d5c2674
1,tpch-gcp,149,5,q06,1.6974897384643555,completed,20260210_183758_00082_3b489,60175,1871161,44,200,,,0,6,6,2,fe7dd968d53e8e94ffd246dae5e1c5541bf680d1e60cb03aa2b0d6555eca2bd6
1,tpch-gcp,149,5,q07,2.788832664489746,completed,20260210_183759_00083_3b489,77860,2570388,158,767775,,,0,72,72,12,e9a9698154027c54f425a1452cd45a8e888a9ae82beb418a4496bfe8fa62594c
1,tpch-gcp,149,5,q08,3.370415687561035,completed,20260210_183802_00084_3b489,80423,2657934,226,747613,,,0,124,124,17,bc3a8eb5655f57a6f6aeffcfd51eac427350cdf0c097f80d6b29ac4f1daf2284
1,tpch-gcp,149,5,q09,2.3503191471099854,completed,20260210_183805_00085_3b489,168600,6221512,245,5314993,,,0,58,58,11,08d87b407982a3732506bbfce6662d4fe7696c19204ae0dc65a9289a7cd58c10
1,tpch-gcp,149,5,q10,2.1419920921325684,completed,20260210_183808_00086_3b489,79879,2609943,189,463484,,,0,56,56,8,d3c0dafaa163683acdac2c3b1e9a46b92ddb346327e1fff3e4f50715ea1e28bc
1,tpch-gcp,149,5,q11,2.3377768993377686,completed,20260210_183810_00087_3b489,16268,896340,117,433196,,,0,91,91,14,700c900792f48f20854c257dc11beb443e5d04c79c7dc7ea2189b5f854f7623b
1,tpch-gcp,149,5,q12,2.0069210529327393,completed,20260210_183812_00088_3b489,75789,2416369,84,118852,,,0,39,39,8,fd488ed4fce64e7e1dd08f1bd12aa1d593821d2a650dfffca9cc314707fd1c6f
1,tpch-gcp,149,5,q13,1.8858869075775146,completed,20260210_183814_00089_3b489,31334,900722,103,327901,,,0,50,50,9,11a3d7791a6ea476ec67c3f095b58555b4b8eeb3ad6c91dca50d3359c9ce7d59
1,tpch-gcp,149,5,q14,2.0060629844665527,completed,20260210_183816_00090_3b489,63619,1976175,64,163226,,,0,21,21,4,c35a276ac823ef093c001b82f9fc1e035db154885321d9056d227d4ec1395561
1,tpch-gcp,149,5,q15,2.048585891723633,completed,20260210_183818_00091_3b489,120551,3754903,99,188168,,,0,61,61,11,39d503938862f5a6edfa932c8208e1ba7516479b9ce7ce0d1d27e5d5222a1246
1,tpch-gcp,149,5,q16,2.2433412075042725,completed,20260210_183820_00092_3b489,10698,544930,156,157177,,,0,66,66,11,b82dd095cdab2075bcf5f00b27ae86d755d259cef3defae1e81173f9f49b18f1
1,tpch-gcp,149,5,q17,1.8865082263946533,completed,20260210_183823_00093_3b489,62175,1941371,76,809044,,,0,62,62,7,2afeb12715c2d670adfd2fa6588e660e2a10735dd4242eb0eb580d6defec3ecf
1,tpch-gcp,149,5,q18,2.083279848098755,completed,20260210_183824_00094_3b489,138356,4451887,153,648926,,,0,67,67,10,795f40a2e6c94c5a954c239ed97ab50ac73428daf8bca67c4b6407726abdb121
1,tpch-gcp,149,5,q19,1.886476993560791,completed,20260210_183827_00095_3b489,66175,2033957,82,273555,,,0,17,17,4,3cc8e69b6afef36d23e964f548d3fb77868dfe49833bd178dd95c3b1769b111c
1,tpch-gcp,149,5,q20,2.5131418704986572,completed,20260210_183828_00096_3b489,70334,2389975,198,4688402,,,0,129,129,17,46c0914559cc6be0efd69548497c638743086e34e15ebd96bf4be9156b28ca5c
1,tpch-gcp,149,5,q21,2.3669769763946533,completed,20260210_183831_00097_3b489,203138,6268152,309,1250427,,,0,95,95,11,86c07bf58aee6c6afcf3bd8d3ee4b91f43297f131b7060b7e702810fa01dc2fe
1,tpch-gcp,149,5,q22,1.9875571727752686,completed,20260210_183833_00098_3b489,19001,800330,71,902040,,,0,61,61,11,a28cea751e6061784a1027f51ab0deb9721d5e7694ace00d8134a6e2ba6a3262
1,tpch-gcp,4,4,q01,8.20008111000061,failed,,,,,,,,,,,,
1,tpch-gcp,4,4,q02,7.4735801219940186,failed,,,,,,,,,,,,
1,tpch-gcp,3,3,q01,6.006505012512207,completed,20260120_140424_00127_tr4xc,59307,10115941,3821,2548970,,,0,2446,2446,7,04117fc819c1da70b0010402f5c371c05bcebf82ddf06ce1c9bb5958676ac7c2
1,tpch-gcp,3,3,q02,3.6968820095062256,completed,20260120_140430_00128_tr4xc,18336,971264,58,794741,,,0,69,69,15,0fbe85e479ab49eb21bb063736492e32a0e30a8821b6ff578c7b62a00b345e34
1,tpch-gcp,2,2,q01,5.32539701461792,completed,20260120_121856_00104_tr4xc,59307,10115941,3661,2349448,,,0,2446,2446,7,b22a55f29825143bffa8e798947ed9b1e12407474561fb92a641bb5781b34ee1
1,tpch-gcp,2,2,q02,2.497964859008789,completed,20260120_121901_00105_tr4xc,18317,971004,49,657522,,,0,68,68,15,9b2758fca3215bd7f900e493eb848e51048bd385af72dc70d00b233d3e6502c1
1,tpch-gcp,2,2,q03,6.14066481590271,completed,20260120_121904_00106_tr4xc,45274,8227440,3070,1975587,,,0,2547,2547,8,0622eee61178beef0bfd9a4ba53acb8a739e2c8d3db1e6000d8cb62e82c0165a
1,tpch-gcp,2,2,q04,5.731046199798584,completed,20260120_121910_00107_tr4xc,60757,10574985,3041,1839668,,,0,2639,2639,11,59891c06613c64f325cedcdbdead763ca1fd569a3168b6b97d4c923dee0e4ef9
1,tpch-gcp,2,2,q05,7.122963905334473,completed,20260120_121916_00108_tr4xc,65586,11290180,3546,2423241,,,0,2934,2934,14,284f9999a3ac86bc0c00b767f9832b1f2515ad33479de7a639d6419ca9ecefca
1,tpch-gcp,2,2,q06,2.293445110321045,completed,20260120_121923_00109_tr4xc,9465,1549840,480,832,,,0,368,368,3,ff45c270f3c62ec330336cd51bbb67dd3173e319a141ecfe6cada5dd888072eb
1,tpch-gcp,2,2,q07,7.446828842163086,completed,20260120_121925_00110_tr4xc,35081,7681851,3636,1738556,,,0,3163,3163,13,96033c6f33284354cf8f6b7c4b7622c942c0ddf7262f5193951911ba8c4c0404
1,tpch-gcp,2,2,q08,8.541784763336182,completed,20260120_121933_00111_tr4xc,69832,12070363,4023,1491472,,,0,3305,3305,17,d919d0ddde4780c1dffafe675f027424594eae0acaa1ce92f3beda8e7b537c41
1,tpch-gcp,2,2,q09,12.390873193740845,completed,20260120_121941_00112_tr4xc,251900,26231959,7143,17850364,,,0,4968,4968,14,2bbfcee87edb9697a825a40b32b82efb03f51f86cb745c626133810f953aaa54
1,tpch-gcp,2,2,q10,4.690039157867432,completed,20260120_121953_00113_tr4xc,35798,5591855,1786,935636,,,0,1374,1374,10,80ce0b994ddfc3bbb93f9d9ec3fda17ae44fe9eb0a3ec088e8f2f952a94e1e9b
1,tpch-gcp,2,2,q11,2.053378105163574,completed,20260120_121958_00114_tr4xc,16274,896820,37,178192,,,0,60,60,16,60d8cc6b88de7c635f7fc80028c0e4042d374250ebb1c94e9f9ebf599c70b51a
1,tpch-gcp,2,2,q12,6.472786903381348,completed,20260120_122000_00115_tr4xc,25830,6320928,3066,1564596,,,0,2815,2815,9,1b342ed86e1b8f4b074c4ea20e83a0e3cb5d4ef901a9a408fc71cb4b920b74dc
1,tpch-gcp,2,2,q13,5.47188925743103,completed,20260120_122007_00116_tr4xc,31334,5141237,2513,1425727,,,0,2428,2428,10,51d7eca0c20307c31b9e037d6336b137540cf095199008fabda00651e2f70342
1,tpch-gcp,2,2,q14,1.8056490421295166,completed,20260120_122012_00117_tr4xc,4166,252283,64,172896,,,0,42,42,5,ed114fdb29053663a98e69a90495eab4388187092b73da7865455fcd48541251
1,tpch-gcp,2,2,q15,2.399203062057495,completed,20260120_122014_00118_tr4xc,4870,779213,262,98080,,,0,221,221,14,af7ab4f53d38cb4a5f1aae065a4d9d9d11965f3d235c6e72e696757d73a0fa8c
1,tpch-gcp,2,2,q16,2.09820818901062,completed,20260120_122016_00119_tr4xc,10698,545817,47,125814,,,0,38,38,11,cdfb3da37c42dbb32b5ad7cfc4782b3f2f2d82f397421f4d79ba0b60b1a0635e
1,tpch-gcp,2,2,q17,3.127249002456665,completed,20260120_122018_00120_tr4xc,7920,1078851,372,492419,,,0,2553,2553,8,dfb3e7c20c9fc1166d5f91dca2a870725e5fb516f89d0841774a7dd2e395278d
1,tpch-gcp,2,2,q18,11.675956010818481,completed,20260120_122022_00121_tr4xc,138999,25310749,7964,2586073,,,0,7477,7477,12,a0b7b43b628964820a19deefff5dbf3e4f9524e959b7cf672dd80d1821d59403
1,tpch-gcp,2,2,q19,5.652608156204224,completed,20260120_122033_00122_tr4xc,64355,10121877,3310,445298,,,0,2413,2413,4,9fc7e5f72fafec32f3f8d0f94d9af9f34fab9ea315b6747047eff0cfebb21a3a
1,tpch-gcp,2,2,q20,3.1409389972686768,completed,20260120_122039_00123_tr4xc,17754,1773199,539,1044482,,,0,437,437,18,59d0db651f53070678c71008f5a906c05855a393d9c9500bed8d9cb37f3ea2ef
1,tpch-gcp,2,2,q21,15.707299947738647,completed,20260120_122042_00124_tr4xc,176412,29559179,10445,10851867,,,0,8819,8819,15,4e6300f3bdd15829b806d42aca9bfb2e32a54289695603548b4e0272b3d57585
1,tpch-gcp,2,2,q22,4.854631185531616,completed,20260120_122058_00125_tr4xc,19001,4908846,2394,136131,,,0,2435,2435,12,7dec469835e534cb9d5c9398f598830250190d8255b7b5f21b4b4ee58272d294
1,tpch-gcp,1,1,q01,6.2304182052612305,completed,20260120_115543_00081_tr4xc,59307,10115941,3628,3646918,,,0,2446,2446,7,c9302025d30447552b14373f8f4fb766efe773add1aa1b248b5c4d54d308ea9b
1,tpch-gcp,1,1,q02,2.6341450214385986,completed,20260120_115549_00082_tr4xc,18317,971004,61,645074,,,0,68,68,15,cf1e93548295ae987feb7e84bf6d5cc339bb9c7fa29a3d9c1ff84918e5ac70f1
1,tpch-gcp,1,1,q03,7.101178169250488,completed,20260120_115552_00083_tr4xc,45274,8227440,3217,2676956,,,0,2547,2547,8,9f3b81b5fa96eea5c6b9cb7e3cf6e4833d1437918091ce1412701c188eefbaf5
1,tpch-gcp,1,1,q04,6.173245906829834,completed,20260120_115559_00084_tr4xc,60757,10574985,3168,1544211,,,0,2639,2639,11,9b018a261d6bc1f4f43754d347a6c50d95c6aeac696270c9baed2d2c5e8fd5ac
1,tpch-gcp,1,1,q05,7.533445835113525,completed,20260120_115605_00085_tr4xc,65582,11289999,3596,2421445,,,0,2933,2933,14,55ebe83f169b3294c8154e556e9de1198730356c1280d58a762f564a10740cc3
1,tpch-gcp,1,1,q06,2.2148258686065674,completed,20260120_115613_00086_tr4xc,9465,1549840,476,856,,,0,368,368,3,75b8bc5fb32666a8bf4b40612922c9454feac8d67e3f583dbbc06faa5a9b23d8
1,tpch-gcp,1,1,q07,8.970181941986084,completed,20260120_115615_00087_tr4xc,35085,7682059,3726,1396963,,,0,3169,3169,15,af2c547dc19287f6eae19a31de7911f14e39d6b3ae429af1c0d95f68f09088e7
1,tpch-gcp,1,1,q08,8.880973815917969,completed,20260120_115624_00088_tr4xc,69826,12070171,3779,1470602,,,0,3298,3298,15,b7ed4b1a80da7d45fda0bd04291dfdbb4cf57f8e337d2d11d73617ce95518641
1,tpch-gcp,1,1,q09,10.280942916870117,completed,20260120_115633_00089_tr4xc,168600,20896184,6318,13904625,,,0,4953,4953,13,8fc5891109a002c5e04338a468261af05257411305926541dfd01122a7e10dd8
1,tpch-gcp,1,1,q10,4.712477922439575,completed,20260120_115643_00090_tr4xc,34514,5546471,1685,654604,,,0,1367,1367,9,eb237986c3b2c4066dafb51e07ecd9097bfc229f1e88fa01831b51583e00938a
1,tpch-gcp,1,1,q11,2.825432777404785,completed,20260120_115648_00091_tr4xc,16274,896820,40,182419,,,0,60,60,16,fde97f4a2e5c2fee48d6bccedba713c6a7744ccdf789413d97d9e365feb26ec6
1,tpch-gcp,1,1,q12,6.418539047241211,completed,20260120_115651_00092_tr4xc,25830,6320928,3039,1556084,,,0,2815,2815,9,d2902393050c292084ca0323cbffe2e24eb374c5cb3d7dbd027abee8efc01700
1,tpch-gcp,1,1,q13,5.942391872406006,completed,20260120_115657_00093_tr4xc,31334,5141237,2639,779801,,,0,2428,2428,10,4c32571b9869ce31e672e94f793c981683c74c9590d3f36a03d45f6532f84c69
1,tpch-gcp,1,1,q14,1.931654930114746,completed,20260120_115703_00094_tr4xc,4166,252283,60,218102,,,0,42,42,5,79f496f6173eee2ca07b7e442ef9262398db0362fb4be4a44c6df1ef60fcec83
1,tpch-gcp,1,1,q15,2.3984718322753906,completed,20260120_115705_00095_tr4xc,4870,779213,253,98822,,,0,221,221,14,2240281f251ca55f5717146b7158232cb4e42f6c7a3f5ffa9c81e5a76b68f278
1,tpch-gcp,1,1,q16,1.9998178482055664,completed,20260120_115707_00096_tr4xc,10399,531215,46,123942,,,0,32,32,10,914266759ea895b76342828df656c3b8ca33c0f99988a82b68db623834cb278c
1,tpch-gcp,1,1,q17,2.746748924255371,completed,20260120_115709_00097_tr4xc,6749,890705,342,441652,,,0,2553,2553,8,d7d608cbd61b2479e5bfee27d931586ce501c2a2065bf9c780c3c769c9a508a2
1,tpch-gcp,1,1,q18,12.067694187164307,completed,20260120_115712_00098_tr4xc,138999,25310749,7975,2616313,,,0,7477,7477,12,753df34cc415edfdc2571ce64bc3521476683aba3419c001306a1ebf41408c16
1,tpch-gcp,1,1,q19,6.167512893676758,completed,20260120_115724_00099_tr4xc,64355,10121877,3323,444463,,,0,2413,2413,4,01feecb76ab5d422364412025f5aef1b09b97a0163aefa61124e35cca6c67ae2
1,tpch-gcp,1,1,q20,3.1402900218963623,completed,20260120_115730_00100_tr4xc,18219,1847477,524,3165414,,,0,434,434,17,58ce2dd67342ee0d8e720ff686db5f4681480a51f26ae02c172791efabebbba8
1,tpch-gcp,1,1,q21,16.039756059646606,completed,20260120_115733_00101_tr4xc,176413,29559270,10550,10845630,,,0,8812,8812,16,750690fd2922374315018cbabcec873bd039a124609de28ef39bf57942bc61dc
1,tpch-gcp,1,1,q22,5.593555927276611,completed,20260120_115749_00102_tr4xc,20002,4918110,2462,653228,,,0,2441,2441,13,372a410292ec67b5b418d054d532ca26a345be7946b8b80aca29b1f5467db24b
